-116.92601,32.919,Barona Resort & Casino,1932 Wildcat Canyon Road Lakeside CA 92040,Carlsbad,CA,92008,(619) 443-2300,https://www.barona.com,16:00-20:00,https://www.youtube.com/watch?v=ygPEns9QVZ0,https://www.youtube.com/watch?v=ygPEns9QVZ0
-117.26101,33.33711,Pala Casino Spa & Resort,1932 Wildcat Canyon Rd Lakeside CA 92040,San Marcos,CA,92069,(760) 510-5100,https://www.palacasino.com/home/,13:00-17:00,https://www.youtube.com/watch?v=DPPqRAGbcbU,https://www.youtube.com/watch?v=DPPqRAGbcbU
-117.17702,32.69201,Lucky Lady Casino and Card Room,5526 El Cajon Boulevard San Diego CA 92115,San Marcos,CA,92078,(619) 287-6690,http://www.luckyladysd.com/,16:00-21:00,https://www.youtube.com/watch?v=GB-Oxd6c6ig,https://www.youtube.com/watch?v=GB-Oxd6c6ig
-117.22401,32.68201,Palomar Card Club,2724 El Cajon Blvd San Diego CA 92104,San Marcos,CA ,92078,(619) 280-5828,http://www.palomarcardclub.com/,15:00-21:00,https://www.youtube.com/watch?v=JDXeeWAoDFE,https://www.youtube.com/watch?v=JDXeeWAoDFE
-116.9262111,32.74206,Sycuan Casino,5485 Casino Way El Cajon CA 92019,Vista,CA,92081,(619) 445-6002,http://www.sycuan.com/,15:00-21:00,https://www.youtube.com/watch?v=vMeV5DhHp4s,https://www.youtube.com/watch?v=vMeV5DhHp4s
-117.18401,32.60901,Seven Mile Casino,285 Bay Blvd Chula Vista CA 91910,Vista,CA,92081,(619) 425-3333,http://www.sevenmilecasino.com/,14:00-21:00,https://www.youtube.com/watch?v=Tp3gPw5ShPE,https://www.youtube.com/watch?v=Tp3gPw5ShPE
-117,32.79043,Viejas Casino & Resort,5000 Willows Rd Alpine CA 91901,Vista,CA,92084,(619) 445-5400,http://viejas.com/,12:00-21:00,https://www.youtube.com/watch?v=UX5oFes1fzQ,https://www.youtube.com/watch?v=UX5oFes1fzQ
-117.12432,33.20706,Valley View Casino & Hotel,16300 Nyemii Pass Pl Valley Center CA 92082,San Diego,CA,92121,(760) 291-5500,http://www.valleyviewcasino.com/,15:00-21:00,https://www.youtube.com/watch?v=k_uACjxw_s4,https://www.youtube.com/watch?v=k_uACjxw_s4
-117.42901,33.18811,Ocean’s Eleven Casino,121 Brooks St Oceanside CA 92054,San Diego,CA,92121,(760) 439-6988,http://www.oceans11.com/,11:00-23:00,https://www.youtube.com/watch?v=8zs6Y9tt41M,https://www.youtube.com/watch?v=8zs6Y9tt41M
-117.15401,33.30322,Casino Pauma,777 Pauma Reservation Rd Pauma Valley CA 92061,San Diego,CA,92121,(760) 742-2177,http://www.casinopauma.com/,12:00-21:00,https://www.youtube.com/watch?v=BjyIeHbvMI8,https://www.youtube.com/watch?v=BjyIeHbvMI8
-117.33701,33.41301,Pechanga Resort & Casino,45000 Pechanga Pkwy Temecula CA 92592,San Diego,CA,92121,(951) 693-1819,https://www.pechanga.com/,15:00-21:00,https://www.youtube.com/watch?v=Rflqv5f-HuA,https://www.youtube.com/watch?v=Rflqv5f-HuA
